Krynicka,BIERUTOWSKA (Wiadukt),309,0.2130262851715088,309,0.3888132572174072
Lubelska,Fabryczna,307,0.2255692481994629,307,0.38559913635253906
Januszkowice - skrzy. Kępa,Iwiny - Kościuszki 21,471,0.1802079677581787,471,0.46271657943725586
Miękinia - pętla,Działdowska,456,0.22421884536743164,456,0.4101219177246094
Rzeplin - Al. Lipowa ,Dąbrowica,479,0.17757058143615723,479,0.49025797843933105
Rogowska (P+R),Żernicka,48,0.17972707748413086,48,0.07852530479431152
Bzowa (Centrum Historii Zajezdnia),Słowiańska,27,0.3974339962005615,27,0.16518521308898926
Brzezina - Zacisze,JARNOŁTÓW,420,0.18429327011108398,420,0.09687280654907227
Kamień - Bursztynowa,Żórawina - Orange,457,0.17905306816101074,457,0.430741548538208
Białych Goździków,JARNOŁTÓW,352,0.1534719467163086,352,0.36580634117126465
Milenijna (Hala Orbita),Księginice P&R,409,0.18818283081054688,409,0.4892706871032715
Biskupice Podg. LG Electronics,Rękodzielnicza,82,0.1570875644683838,82,0.17008042335510254
Marchewkowa,Wróblowice Innowacyjna,390,0.19392895698547363,390,0.48637962341308594
Park Szczytnicki,Zalewowa,382,0.20987915992736816,382,0.47347474098205566
Zajezdnia OŁBIN,OSIEDLE SOBIESKIEGO,319,0.14716267585754395,319,0.2444744110107422
Kiełczówek - Sielska Zagroda,Kolejowa,400,0.17001652717590332,400,0.1350715160369873
Mosty Pomorskie,Wojanowska,59,0.2429637908935547,59,0.31852030754089355
Krzeptowska,Grochowa,314,0.171187162399292,314,0.3209860324859619
Wróblowice,Smolecka,427,0.1740860939025879,427,0.24423718452453613
Kątowa,Krzeptów - Dolina Krzeptowa,405,0.1500236988067627,405,0.42758607864379883
Śliwowa,KSIĘŻE WIELKIE,1487,0.20743227005004883,1487,0.5612695217132568
Żórawina - osiedle,Zabór Mały,782,0.16764092445373535,782,0.4912831783294678
Malwowa,Kętrzyńska,323,0.15786051750183105,323,0.3181185722351074
Stępin,Lutynia Osiedle ul. Wschodnia,460,0.17293095588684082,460,0.4490058422088623
Mielecka,Park Tysiąclecia,41,0.19818568229675293,41,0.11162972450256348
Zacisze,Łozina - Nowego Osiedla II,381,0.2616286277770996,381,0.5410311222076416
Miłoszycka,Królewska,54,0.18895864486694336,54,0.14266204833984375
Krzemieniecka,Mrozów - Wyzwolenia,376,0.18952298164367676,376,0.4693787097930908
Borowa - szkoła,WAŁBRZYSKA,430,0.18291330337524414,430,0.3528025150299072
Magellana,Kiełczów - Mleczna,351,0.21578216552734375,351,0.4351518154144287
Opera,Krajobrazowa,331,0.25662899017333984,331,0.5364611148834229
Okólna,Królewiecka,422,0.1718900203704834,422,0.2773399353027344
Rakowiecka,Wysoka - Chabrowa,389,0.16584992408752441,389,0.2366499900817871
Budziszyńska,GAJ - pętla,335,0.1690044403076172,335,0.3700835704803467
Małomicka,Miękinia Cegielnia,447,0.1462712287902832,447,0.46126866340637207
LEŚNICA,Bierzyce - wieś,376,0.1719069480895996,376,0.44649362564086914
Zielna,Kromera (Czajkowskiego),14,0.23994946479797363,14,0.01888132095336914
Strachowicka,Na Grobli (Hydropolis),383,0.16414546966552734,383,0.5069539546966553
Wilczyce - szkoła,Sztabowa,367,0.1682281494140625,367,0.17865681648254395
Szczodre - Szkoła,OSOBOWICKA (Cmentarz II),130,0.16701483726501465,130,0.15189433097839355
Długołęka - Kasztanowa,Miękinia - stacja PKP,386,0.23105430603027344,386,0.43427038192749023
Księginice P&R,Spółdzielcza,548,0.2238607406616211,548,0.4464569091796875
ŚLAZOWA,Niedziałkowskiego,314,0.2302999496459961,314,0.35253167152404785
Chwałkowska,Pisarzowice - Kolejowa,36,0.20379877090454102,36,0.12059521675109863
Godzieszowa (na wys. nr 3),Pomorska,119,0.17878174781799316,119,0.09959173202514648
Redycka,Poprzeczna,8,0.20753169059753418,8,0.0021028518676757812
Łozina - Nowego Osiedla II,Jeleniogórska,176,0.16676902770996094,176,0.2027266025543213
Braterska,Gąsiorów,406,0.14871740341186523,406,0.4518721103668213
Osiniecka,Krzeptów - Boisko,404,0.20325303077697754,404,0.5496413707733154
Płaska,Dobroszów - skrzy. Węgierska,351,0.21038293838500977,351,0.38674187660217285
Smolec - Główna/Dworcowa,Morelowskiego,367,0.17037510871887207,367,0.044324636459350586
Dubois,Warmińska,66,0.2623436450958252,66,0.45496129989624023
Topolowa,Ślęza - Szyszkowa,363,0.1799020767211914,363,0.508805513381958
Psary - Parkowa,Ługowa,405,0.1957547664642334,405,0.0030896663665771484
Szkocka,Kamień - skrzy. Diamentowa,477,0.2672398090362549,477,0.738839864730835
Jaksonowice (na wys. nr 27),Jaworowa,444,0.21187663078308105,446,0.29591822624206543
Ramiszów,Dworzec Główny (Dworcowa),386,0.17249846458435059,386,0.12393069267272949
